pmid,title,abstract,journal_x,year_x,doi,replication_outcome,decade,year_y,journal_y,pm_title,pm_abstract,reports_sex,reports_race,sex_any_hint,race_any_hint,sex_text_mention,sex_text_counts,sex_mesh_hit,race_text_mention,race_mesh_hit,is_compliant,compliance_category
12143912,Switching to olanzapine from previous antipsychotics: a regional collaborative multicenter trial assessing 2 switching techniques in Asia Pacific.,"This open-label, multicenter, randomized study compared the efficacy and safety of switching moderately ill Asian patients with schizophrenia from their current regimen of antipsychotic medication to the atypical antipsychotic olanzapine using either a direct switch method or a start-taper switch method. Asian inpatients and outpatients with DSM-IV schizophrenia (N = 108) currently treated with predominantly typical antipsychotics were switched to olanzapine (initial dose of 10 mg/day) for 6 weeks. Patients were randomly assigned to 1 of 2 groups: the direct switch group (N = 54) received only olanzapine, while the start-taper switch group (N = 54) received olanzapine and their usual antipsychotic in decreasing doses for the first 2 weeks. A successful switch was defined as completing 6 weeks of therapy without worsening of symptoms (Clinical Global Impressions-Severity of Illness scale [CGI-S]) or extrapyramidal side effects (Simpson-Angus Scale). Overall efficacy was assessed using the Positive and Negative Syndrome Scale (PANSS), and safety was assessed by recording adverse events and measuring vital signs. Statistically significant (p < .001) improvements from baseline to endpoint occurred in both switch groups in the CGI-S score and the PANSS total score and subscores. However, no significant differences were observed between the switch groups for any efficacy measure. Both techniques had comparable rates of successful switching (direct switch, 74.1% vs. start-taper switch, 67.9%). The frequency of treatment-emergent adverse events was similar between switch groups with no clinically significant differences in any laboratory value or vital sign. Weight gain occurred in both switch groups (p < .001), but the groups were not statistically different from each other. Both switch groups showed statistically significant (p < .01) improvements from baseline to endpoint on the Simpson-Angus Scale and Barnes Akathisia Scale. Moderately ill Asian patients with schizophrenia may experience a decrease in symptom severity and improvement in extrapyramidal symptoms when switched from their current medication to olanzapine therapy.",The Journal of clinical psychiatry,2002,,noncompliant,2000,2002,The Journal of clinical psychiatry,Switching to olanzapine from previous antipsychotics: a regional collaborative multicenter trial assessing 2 switching techniques in Asia Pacific.,"This open-label, multicenter, randomized study compared the efficacy and safety of switching moderately ill Asian patients with schizophrenia from their current regimen of antipsychotic medication to the atypical antipsychotic olanzapine using either a direct switch method or a start-taper switch method. Asian inpatients and outpatients with DSM-IV schizophrenia (N = 108) currently treated with predominantly typical antipsychotics were switched to olanzapine (initial dose of 10 mg/day) for 6 weeks. Patients were randomly assigned to 1 of 2 groups: the direct switch group (N = 54) received only olanzapine, while the start-taper switch group (N = 54) received olanzapine and their usual antipsychotic in decreasing doses for the first 2 weeks. A successful switch was defined as completing 6 weeks of therapy without worsening of symptoms (Clinical Global Impressions-Severity of Illness scale [CGI-S]) or extrapyramidal side effects (Simpson-Angus Scale). Overall efficacy was assessed using the Positive and Negative Syndrome Scale (PANSS), and safety was assessed by recording adverse events and measuring vital signs. Statistically significant (p < .001) improvements from baseline to endpoint occurred in both switch groups in the CGI-S score and the PANSS total score and subscores. However, no significant differences were observed between the switch groups for any efficacy measure. Both techniques had comparable rates of successful switching (direct switch, 74.1% vs. start-taper switch, 67.9%). The frequency of treatment-emergent adverse events was similar between switch groups with no clinically significant differences in any laboratory value or vital sign. Weight gain occurred in both switch groups (p < .001), but the groups were not statistically different from each other. Both switch groups showed statistically significant (p < .01) improvements from baseline to endpoint on the Simpson-Angus Scale and Barnes Akathisia Scale. Moderately ill Asian patients with schizophrenia may experience a decrease in symptom severity and improvement in extrapyramidal symptoms when switched from their current medication to olanzapine therapy.",False,True,True,True,True,False,False,True,False,True,compliant
12151468,Risperidone in children with autism and serious behavioral problems.,"Atypical antipsychotic agents, which block postsynaptic dopamine and serotonin receptors, have advantages over traditional antipsychotic medications in the treatment of adults with schizophrenia and may be beneficial in children with autistic disorder who have serious behavioral disturbances. However, data on the safety and efficacy of atypical antipsychotic agents in children are limited. We conducted a multisite, randomized, double-blind trial of risperidone as compared with placebo for the treatment of autistic disorder accompanied by severe tantrums, aggression, or self-injurious behavior in children 5 to 17 years old. The primary outcome measures were the score on the Irritability subscale of the Aberrant Behavior Checklist and the rating on the Clinical Global Impressions - Improvement (CGI-I) scale at eight weeks. A total of 101 children (82 boys and 19 girls; mean [+/-SD] age, 8.8+/-2.7 years) were randomly assigned to receive risperidone (49 children) or placebo (52). Treatment with risperidone for eight weeks (dose range, 0.5 to 3.5 mg per day) resulted in a 56.9 percent reduction in the Irritability score, as compared with a 14.1 percent decrease in the placebo group (P<0.001). The rate of a positive response, defined as at least a 25 percent decrease in the Irritability score and a rating of much improved or very much improved on the CGI-I scale, was 69 percent in the risperidone group (34 of 49 children had a positive response) and 12 percent in the placebo group (6 of 52, P<0.001). Risperidone therapy was associated with an average weight gain of 2.7+/-2.9 kg, as compared with 0.8+/-2.2 kg with placebo (P<0.001). Increased appetite, fatigue, drowsiness, dizziness, and drooling were more common in the risperidone group than in the placebo group (P<0.05 for each comparison). In two thirds of the children with a positive response to risperidone at eight weeks (23 of 34), the benefit was maintained at six months. Risperidone was effective and well tolerated for the treatment of tantrums, aggression, or self-injurious behavior in children with autistic disorder. The short period of this trial limits inferences about adverse effects such as tardive dyskinesia.",The New England journal of medicine,2002,,noncompliant,2000,2002,The New England journal of medicine,Risperidone in children with autism and serious behavioral problems.,"Atypical antipsychotic agents, which block postsynaptic dopamine and serotonin receptors, have advantages over traditional antipsychotic medications in the treatment of adults with schizophrenia and may be beneficial in children with autistic disorder who have serious behavioral disturbances. However, data on the safety and efficacy of atypical antipsychotic agents in children are limited. We conducted a multisite, randomized, double-blind trial of risperidone as compared with placebo for the treatment of autistic disorder accompanied by severe tantrums, aggression, or self-injurious behavior in children 5 to 17 years old. The primary outcome measures were the score on the Irritability subscale of the Aberrant Behavior Checklist and the rating on the Clinical Global Impressions - Improvement (CGI-I) scale at eight weeks. A total of 101 children (82 boys and 19 girls; mean [+/-SD] age, 8.8+/-2.7 years) were randomly assigned to receive risperidone (49 children) or placebo (52). Treatment with risperidone for eight weeks (dose range, 0.5 to 3.5 mg per day) resulted in a 56.9 percent reduction in the Irritability score, as compared with a 14.1 percent decrease in the placebo group (P<0.001). The rate of a positive response, defined as at least a 25 percent decrease in the Irritability score and a rating of much improved or very much improved on the CGI-I scale, was 69 percent in the risperidone group (34 of 49 children had a positive response) and 12 percent in the placebo group (6 of 52, P<0.001). Risperidone therapy was associated with an average weight gain of 2.7+/-2.9 kg, as compared with 0.8+/-2.2 kg with placebo (P<0.001). Increased appetite, fatigue, drowsiness, dizziness, and drooling were more common in the risperidone group than in the placebo group (P<0.05 for each comparison). In two thirds of the children with a positive response to risperidone at eight weeks (23 of 34), the benefit was maintained at six months. Risperidone was effective and well tolerated for the treatment of tantrums, aggression, or self-injurious behavior in children with autistic disorder. The short period of this trial limits inferences about adverse effects such as tardive dyskinesia.",False,False,False,False,False,False,False,False,False,False,noncompliant
12172339,"Reboxetine, a new noradrenaline selective antidepressant, is at least as effective as fluoxetine in the treatment of depression.","The clinical profile of reboxetine, a selective noradrenaline reuptake inhibitor, was compared with that of the selective serotonin reuptake inhibitor fluoxetine and placebo in a double-blind, multicenter, parallel-group clinical trial of patients with major depression. Among the 381 patients treated with reboxetine 8 to 10 mg/day, fluoxetine 20 to 40 mg/day, or placebo for up to 8 weeks, a statistically significant greater reduction in the mean Hamilton Rating Scale for Depression (21-item HAM-D) total score (the primary efficacy variable) was seen for both active treatment groups compared with placebo (p < 0.024). A significantly greater proportion of patients treated with either reboxetine or fluoxetine also achieved a response (>or=50% reduction in HAM-D) or remission (HAM-D <or=10 points) than those who received placebo (p < 0.01 for both analyses). Similar findings were recorded in a subpopulation of severely ill patients, with statistically significantly greater decreases in the mean HAM-D total score between both active treatment groups compared with placebo (p < 0.024). Additional efficacy assessments (Montgomery-Asberg Depression Rating Scale, Clinical Global Impression) reflected the primary efficacy analysis, with both active treatments offering comparable efficacy that was superior to that of placebo. Reboxetine and fluoxetine are more effective than placebo in the treatment of major depression. Futhermore, both antidepressants are well tolerated but possess different adverse event profiles.",Journal of clinical psychopharmacology,2002,,success,2000,2002,Journal of clinical psychopharmacology,"Reboxetine, a new noradrenaline selective antidepressant, is at least as effective as fluoxetine in the treatment of depression.","The clinical profile of reboxetine, a selective noradrenaline reuptake inhibitor, was compared with that of the selective serotonin reuptake inhibitor fluoxetine and placebo in a double-blind, multicenter, parallel-group clinical trial of patients with major depression. Among the 381 patients treated with reboxetine 8 to 10 mg/day, fluoxetine 20 to 40 mg/day, or placebo for up to 8 weeks, a statistically significant greater reduction in the mean Hamilton Rating Scale for Depression (21-item HAM-D) total score (the primary efficacy variable) was seen for both active treatment groups compared with placebo (p < 0.024). A significantly greater proportion of patients treated with either reboxetine or fluoxetine also achieved a response (>or=50% reduction in HAM-D) or remission (HAM-D <or=10 points) than those who received placebo (p < 0.01 for both analyses). Similar findings were recorded in a subpopulation of severely ill patients, with statistically significantly greater decreases in the mean HAM-D total score between both active treatment groups compared with placebo (p < 0.024). Additional efficacy assessments (Montgomery-Asberg Depression Rating Scale, Clinical Global Impression) reflected the primary efficacy analysis, with both active treatments offering comparable efficacy that was superior to that of placebo. Reboxetine and fluoxetine are more effective than placebo in the treatment of major depression. Futhermore, both antidepressants are well tolerated but possess different adverse event profiles.",False,False,False,False,False,False,False,False,False,False,noncompliant
12177637,Treatment of depression after myocardial infarction and the effects on cardiac prognosis and quality of life: rationale and outline of the Myocardial INfarction and Depression-Intervention Trial (MIND-IT).,"Patients with a depressive disorder after myocardial infarction (MI) have a significantly increased risk of major cardiac events. The Myocardial INfarction and Depression-Intervention Trial (MIND-IT) investigates whether antidepressive treatment can improve the cardiac prognosis for these patients. The rationale and outline of the study are described. In this multicenter randomized clinical trial, 2140 patients admitted for MI are screened for depressive symptoms with a questionnaire 0, 3, 6, 9, and 12 months after MI. Patients with symptoms undergo a standardized psychiatric interview. Those with a post-MI depressive episode are randomized to intervention (ie, antidepressive treatment; n = 190) or care-as-usual (CAU; n = 130). In the intervention arm, the research diagnosis is to be confirmed by a psychiatrist. First-choice treatment consists of placebo-controlled treatment with mirtazapine. In case of refusal or nonresponse, alternative open treatment with citalopram is offered. In the CAU arm, the patient is not informed about the research diagnosis. Psychiatric treatment outside the study is recorded, but no treatment is offered. Both arms are followed for end points (cardiac death or hospital admission for MI, unstable angina, heart failure, or ventricular tachyarrhythmia) during an average period of 27 months. Analysis is on an intention-to-treat basis. The MIND-IT study will show whether treatment of post-MI depression can improve cardiac prognosis.",American heart journal,2002,,success,2000,2002,American heart journal,Treatment of depression after myocardial infarction and the effects on cardiac prognosis and quality of life: rationale and outline of the Myocardial INfarction and Depression-Intervention Trial (MIND-IT).,"Patients with a depressive disorder after myocardial infarction (MI) have a significantly increased risk of major cardiac events. The Myocardial INfarction and Depression-Intervention Trial (MIND-IT) investigates whether antidepressive treatment can improve the cardiac prognosis for these patients. The rationale and outline of the study are described. In this multicenter randomized clinical trial, 2140 patients admitted for MI are screened for depressive symptoms with a questionnaire 0, 3, 6, 9, and 12 months after MI. Patients with symptoms undergo a standardized psychiatric interview. Those with a post-MI depressive episode are randomized to intervention (ie, antidepressive treatment; n = 190) or care-as-usual (CAU; n = 130). In the intervention arm, the research diagnosis is to be confirmed by a psychiatrist. First-choice treatment consists of placebo-controlled treatment with mirtazapine. In case of refusal or nonresponse, alternative open treatment with citalopram is offered. In the CAU arm, the patient is not informed about the research diagnosis. Psychiatric treatment outside the study is recorded, but no treatment is offered. Both arms are followed for end points (cardiac death or hospital admission for MI, unstable angina, heart failure, or ventricular tachyarrhythmia) during an average period of 27 months. Analysis is on an intention-to-treat basis. The MIND-IT study will show whether treatment of post-MI depression can improve cardiac prognosis.",False,False,True,False,True,False,False,False,False,False,noncompliant
12232543,[Efficacy and acceptability of tianeptine and sertraline in the acute treatment phase of depression].,"Efficacy and acceptability of tianeptine were investigated in a multicenter, randomized, double blind, and sertraline-controlled study. As a total, 212 in- or outpatients with DSM IV major depression single episode, recurrent and bipolar depression, were treated for 42 days either with tianeptine (37.5 mg) or with sertraline (50 mg). At inclusion, sociodemographic, physical and psychological parameters showed no significant intergroup differences. MADRS responders (50% reduction of baseline score) were 66% and 67% with tianeptine and sertraline, respectively. No statistical interdrug differences were observed either in the number of withdrawals or in the efficacy and acceptability parameters.",L'Encephale,2002,,noncompliant,2000,2002,L'Encephale,[Efficacy and acceptability of tianeptine and sertraline in the acute treatment phase of depression].,"Efficacy and acceptability of tianeptine were investigated in a multicenter, randomized, double blind, and sertraline-controlled study. As a total, 212 in- or outpatients with DSM IV major depression single episode, recurrent and bipolar depression, were treated for 42 days either with tianeptine (37.5 mg) or with sertraline (50 mg). At inclusion, sociodemographic, physical and psychological parameters showed no significant intergroup differences. MADRS responders (50% reduction of baseline score) were 66% and 67% with tianeptine and sertraline, respectively. No statistical interdrug differences were observed either in the number of withdrawals or in the efficacy and acceptability parameters.",False,True,False,True,False,False,False,True,False,True,compliant
12454554,Dose-related effects of amisulpride on five dimensions of psychopathology in patients with acute exacerbation of schizophrenia.,"The present analysis investigated symptom-specific dose-response relationships of the atypical antipsychotic amisulpride (AMI) in schizophrenic patients. The effects of different AMI doses on five different symptom dimensions of the Brief Psychiatric Rating Scale (BPRS) were analyzed. Results on global efficacy and safety parameters have been previously published. Four AMI doses (100 mg/day [AMI100], 400 mg/day [AMI400], 800 mg/day [AMI800], 1200 mg/day) were compared with 16 mg haloperidol (HAL16) in a multicenter, double-blind, randomized, parallel-group, 4-week trial. A total of 319 patients with acute exacerbation of schizophrenia (DSM-III-R) were included. AMI100 was compared with the other AMI doses, and HAL16 was compared with all AMI dosage groups. Response on BPRS factors defined as > or = 40% improvement and ORs were computed. An optimal AMI dose was calculated for each BPRS factor based on linear and quadratic regression. For all BPRS factors, inverted u-shaped dose-response curves emerged (r2 > 95%). The estimated AMI dose optimum for the BPRS factors activation/ agitation (760 mg), thought disturbances (716 mg), and hostility/suspiciousness (694 mg) was higher than that for anergia/negative symptoms (584 mg) and depression/anxiety (672 mg). Significant differences (p < 0.05) were found for AMI400/800 versus AMI100 (thought disturbances, hostility/ suspiciousness), for AMI400/800 versus HAL16 (depression/anxiety, thought disturbances, hostility/suspiciousness), and for AMI400 versus HAL16 (anergia/negative symptoms). ORs for response of the BPRS factors depression/anxiety, anergia/negative symptoms, and hostility/suspiciousness were highest under treatment with AMI400 compared to AMI100 and HAL16. For the BPRS factors thought disturbances and activation/agitation, the highest response chance emerged under AMI800 compared to AMI100 or HAL16. AMI seems to show the best clinical efficacy in acutely schizophrenic patients in a moderate dose (400-800 mg/day), with a somewhat lower dose optimum for negative than for positive symptoms. The present finding of distinct dose-response relationships of AMI regarding the BPRS dimensions is in accordance with studies on the mechanism of action of AMI and provides a useful rationale for the clinical treatment of schizophrenic patients with AMI.",Journal of clinical psychopharmacology,2002,,noncompliant,2000,2002,Journal of clinical psychopharmacology,Dose-related effects of amisulpride on five dimensions of psychopathology in patients with acute exacerbation of schizophrenia.,"The present analysis investigated symptom-specific dose-response relationships of the atypical antipsychotic amisulpride (AMI) in schizophrenic patients. The effects of different AMI doses on five different symptom dimensions of the Brief Psychiatric Rating Scale (BPRS) were analyzed. Results on global efficacy and safety parameters have been previously published. Four AMI doses (100 mg/day [AMI100], 400 mg/day [AMI400], 800 mg/day [AMI800], 1200 mg/day) were compared with 16 mg haloperidol (HAL16) in a multicenter, double-blind, randomized, parallel-group, 4-week trial. A total of 319 patients with acute exacerbation of schizophrenia (DSM-III-R) were included. AMI100 was compared with the other AMI doses, and HAL16 was compared with all AMI dosage groups. Response on BPRS factors defined as > or = 40% improvement and ORs were computed. An optimal AMI dose was calculated for each BPRS factor based on linear and quadratic regression. For all BPRS factors, inverted u-shaped dose-response curves emerged (r2 > 95%). The estimated AMI dose optimum for the BPRS factors activation/ agitation (760 mg), thought disturbances (716 mg), and hostility/suspiciousness (694 mg) was higher than that for anergia/negative symptoms (584 mg) and depression/anxiety (672 mg). Significant differences (p < 0.05) were found for AMI400/800 versus AMI100 (thought disturbances, hostility/ suspiciousness), for AMI400/800 versus HAL16 (depression/anxiety, thought disturbances, hostility/suspiciousness), and for AMI400 versus HAL16 (anergia/negative symptoms). ORs for response of the BPRS factors depression/anxiety, anergia/negative symptoms, and hostility/suspiciousness were highest under treatment with AMI400 compared to AMI100 and HAL16. For the BPRS factors thought disturbances and activation/agitation, the highest response chance emerged under AMI800 compared to AMI100 or HAL16. AMI seems to show the best clinical efficacy in acutely schizophrenic patients in a moderate dose (400-800 mg/day), with a somewhat lower dose optimum for negative than for positive symptoms. The present finding of distinct dose-response relationships of AMI regarding the BPRS dimensions is in accordance with studies on the mechanism of action of AMI and provides a useful rationale for the clinical treatment of schizophrenic patients with AMI.",False,False,True,False,True,False,False,False,False,False,noncompliant
12464464,Amisulpride vs. risperidone in chronic schizophrenia: results of a 6-month double-blind study.,"This multicenter, double-blind, randomized study evaluated the efficacy, safety and functional effects of two atypical antipsychotics, amisulpride and risperidone, in patients with chronic schizophrenia (DSM IV) with a recent worsening of symptoms. It was planned as a non-inferiority trial. 309 patients received amisulpride (400-1,000 mg/day) or risperidone (4-10 mg/day) for six months. Amisulpride was demonstrated to be not inferior to risperidone with respect to the decrease in Positive and Negative Syndrome Scale (PANSS) total score from baseline (90% 2-sided confidence interval (-5.6; 4.0)). Symptomatic improvement measured with the Brief Psychiatry Rating Scale (BPRS), the PANSS positive subscale, and the Bech Rafaelsen Melancholia Scale was similar in both groups. Amisulpride was significantly (p <.05) superior to risperidone in terms of response (>/=50% improvement in PANSS and BPRS total scores or ""very much/much improved"" on the Clinical Global Impression Scale) and also demonstrated better functional effects and subjective response. Both treatments were well tolerated and had a similar low incidence of extrapyramidal symptoms; however, amisulpride was associated with less weight gain and endocrine/sexual symptoms.",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2002,,noncompliant,2000,2002,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Amisulpride vs. risperidone in chronic schizophrenia: results of a 6-month double-blind study.,"This multicenter, double-blind, randomized study evaluated the efficacy, safety and functional effects of two atypical antipsychotics, amisulpride and risperidone, in patients with chronic schizophrenia (DSM IV) with a recent worsening of symptoms. It was planned as a non-inferiority trial. 309 patients received amisulpride (400-1,000 mg/day) or risperidone (4-10 mg/day) for six months. Amisulpride was demonstrated to be not inferior to risperidone with respect to the decrease in Positive and Negative Syndrome Scale (PANSS) total score from baseline (90% 2-sided confidence interval (-5.6; 4.0)). Symptomatic improvement measured with the Brief Psychiatry Rating Scale (BPRS), the PANSS positive subscale, and the Bech Rafaelsen Melancholia Scale was similar in both groups. Amisulpride was significantly (p <.05) superior to risperidone in terms of response (>/=50% improvement in PANSS and BPRS total scores or ""very much/much improved"" on the Clinical Global Impression Scale) and also demonstrated better functional effects and subjective response. Both treatments were well tolerated and had a similar low incidence of extrapyramidal symptoms; however, amisulpride was associated with less weight gain and endocrine/sexual symptoms.",False,False,True,False,True,False,False,False,False,False,noncompliant
12470127,Efficacy of paroxetine for relapse prevention in social anxiety disorder: a 24-week study.,"The efficacy of selective serotonin reuptake inhibitors in the acute treatment of social anxiety disorder (social phobia) is well established. To evaluate whether the efficacy of paroxetine hydrochloride in this disorder is maintained in the long term. This was a placebo-controlled multicenter study comprising a single-blind acute treatment phase (12 weeks) and a randomized, double-blind maintenance treatment phase (24 weeks) for patients who had responded to paroxetine during the acute phase. Four hundred thirty-seven adult patients with social anxiety disorder (according to Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, criteria, code 300.23) entered the acute phase, and 323 continued into the maintenance phase (162 paroxetine and 161 placebo). The principal outcome measure was the proportion of patients relapsing during the maintenance phase. Two hundred fifty-seven patients completed the study (136 paroxetine-treated and 121 placebo-treated patients). Significantly fewer patients relapsed in the paroxetine group than in the placebo group (14% vs 39%; odds ratio, 0.24; 95% confidence interval, 0.14-0.43; P<.001). At the end of the study, a significantly greater proportion of patients in the paroxetine group showed improvement as shown on the Clinical Global Impression global improvement rating compared with the placebo group (78% vs 51%; odds ratio, 3.66; 95% confidence interval, 2.22-6.04; P<.001). Compared with placebo, paroxetine treatment significantly (P<.001) improved the symptoms of social anxiety as shown on the Liebowitz Social Anxiety Scale, Social Phobia Inventory, Sheehan Disability Scale, Symptom Checklist-90 score, and EuroQol visual analogue scale, indicating decreased disability and increased well-being. Paroxetine was well tolerated. Paroxetine is an effective long-term treatment for social anxiety disorder.",Archives of general psychiatry,2002,,noncompliant,2000,2002,Archives of general psychiatry,Efficacy of paroxetine for relapse prevention in social anxiety disorder: a 24-week study.,"The efficacy of selective serotonin reuptake inhibitors in the acute treatment of social anxiety disorder (social phobia) is well established. To evaluate whether the efficacy of paroxetine hydrochloride in this disorder is maintained in the long term. This was a placebo-controlled multicenter study comprising a single-blind acute treatment phase (12 weeks) and a randomized, double-blind maintenance treatment phase (24 weeks) for patients who had responded to paroxetine during the acute phase. Four hundred thirty-seven adult patients with social anxiety disorder (according to Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, criteria, code 300.23) entered the acute phase, and 323 continued into the maintenance phase (162 paroxetine and 161 placebo). The principal outcome measure was the proportion of patients relapsing during the maintenance phase. Two hundred fifty-seven patients completed the study (136 paroxetine-treated and 121 placebo-treated patients). Significantly fewer patients relapsed in the paroxetine group than in the placebo group (14% vs 39%; odds ratio, 0.24; 95% confidence interval, 0.14-0.43; P<.001). At the end of the study, a significantly greater proportion of patients in the paroxetine group showed improvement as shown on the Clinical Global Impression global improvement rating compared with the placebo group (78% vs 51%; odds ratio, 3.66; 95% confidence interval, 2.22-6.04; P<.001). Compared with placebo, paroxetine treatment significantly (P<.001) improved the symptoms of social anxiety as shown on the Liebowitz Social Anxiety Scale, Social Phobia Inventory, Sheehan Disability Scale, Symptom Checklist-90 score, and EuroQol visual analogue scale, indicating decreased disability and increased well-being. Paroxetine was well tolerated. Paroxetine is an effective long-term treatment for social anxiety disorder.",False,False,True,False,True,False,False,False,False,False,noncompliant
12496955,Effect of divalproex combined with olanzapine or risperidone in patients with an acute exacerbation of schizophrenia.,"This double-blind, randomized, multicenter study investigated the use of divalproex with an antipsychotic agent in patients hospitalized for acute exacerbation of schizophrenia. Patients (n = 249) who met DSM-IV criteria for schizophrenia were randomly assigned to receive olanzapine monotherapy, risperidone monotherapy, divalproex plus olanzapine, or divalproex plus risperidone for 28 days. Divalproex was initiated at 15 mg/kg/day and titrated over 12 days to a maximum dosage of 30 mg/kg/day. Olanzapine and risperidone, were, respectively, initiated at 5 and 2 mg/day and were titrated over the first 6 days to respective target fixed daily dosages of 15 and 6 mg/day. Improvements from baseline were observed at all evaluation points throughout the 28-day treatment period in the two combination therapy and the two antipsychotic monotherapy groups, with statistically significant treatment differences favoring combination therapy as soon as day 3 for Positive and Negative Syndrome Scale (PANSS) total score, derived Brief Psychiatric Rating Scale (BPRSd) total score, as well as PANSS and BPRSd subscales. These findings were confirmed in post hoc repeated-measures analyses of variance in which treatment differences favoring combination therapy were observed for PANSS total (p = 0.020) and PANSS positive scale scores (p = 0.002). Both combination therapy and antipsychotic monotherapy were well tolerated. Treatment with divalproex in combination with an atypical antipsychotic agent resulted in earlier improvements in a range of psychotic symptoms among acutely hospitalized patients with schizophrenia. Further evaluation is warranted to confirm these findings.",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2003,,success,2000,2003,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Effect of divalproex combined with olanzapine or risperidone in patients with an acute exacerbation of schizophrenia.,"This double-blind, randomized, multicenter study investigated the use of divalproex with an antipsychotic agent in patients hospitalized for acute exacerbation of schizophrenia. Patients (n = 249) who met DSM-IV criteria for schizophrenia were randomly assigned to receive olanzapine monotherapy, risperidone monotherapy, divalproex plus olanzapine, or divalproex plus risperidone for 28 days. Divalproex was initiated at 15 mg/kg/day and titrated over 12 days to a maximum dosage of 30 mg/kg/day. Olanzapine and risperidone, were, respectively, initiated at 5 and 2 mg/day and were titrated over the first 6 days to respective target fixed daily dosages of 15 and 6 mg/day. Improvements from baseline were observed at all evaluation points throughout the 28-day treatment period in the two combination therapy and the two antipsychotic monotherapy groups, with statistically significant treatment differences favoring combination therapy as soon as day 3 for Positive and Negative Syndrome Scale (PANSS) total score, derived Brief Psychiatric Rating Scale (BPRSd) total score, as well as PANSS and BPRSd subscales. These findings were confirmed in post hoc repeated-measures analyses of variance in which treatment differences favoring combination therapy were observed for PANSS total (p = 0.020) and PANSS positive scale scores (p = 0.002). Both combination therapy and antipsychotic monotherapy were well tolerated. Treatment with divalproex in combination with an atypical antipsychotic agent resulted in earlier improvements in a range of psychotic symptoms among acutely hospitalized patients with schizophrenia. Further evaluation is warranted to confirm these findings.",False,False,True,False,True,False,False,False,False,False,noncompliant
12500073,"Paroxetine versus clomipramine in adolescents with severe major depression: a double-blind, randomized, multicenter trial.","To date, two randomized, double-blind trials of serotonin reuptake inhibitors (SRIs) have shown that antidepressant drugs are effective in treating adolescent depression. In contrast, tricyclic antidepressants (TCAs) are not superior to placebo. This has led to a serotonin hypothesis in this age group. This study explores this hypothesis and compares paroxetine, a specific SRI, with clomipramine, a TCA with SRI activity. One hundred twenty-one adolescents (aged 12-20 years) with major depression were enrolled and randomized (stratified for age) to 20 or 40 mg of paroxetine or 75 mg or 150 mg of clomipramine for 8 weeks. Primary outcome measurements were the Clinical Global Impression (CGI) scale and the Montgomery and Asberg Depression Rating Scale (MADRS). Of the 121 patients, 58 received clomipramine and 63 paroxetine. Based on intent-to-treat analysis, both agents had similar efficacy, with no effect of age; 48.3% and 58.2% of the subjects receiving clomipramine and 65.1% and 59.3% of those receiving paroxetine were rated responders on the MADRS and CGI scales, respectively. Study withdrawals were frequent in both groups (41% and 31%, respectively), but side effects were significantly more frequent with clomipramine (69% versus 49.2%, respectively; p = .027). Paroxetine and clomipramine exhibit similar efficacy in adolescent depression. These data support the serotonin hypothesis but do not confirm it in the absence of a placebo arm. Given the adverse event profile of clomipramine, specific SRIs should be preferred. However, more placebo-controlled studies are needed to establish definitively the efficacy of SRIs in this age group.",Journal of the American Academy of Child and Adolescent Psychiatry,2003,,failure,2000,2003,Journal of the American Academy of Child and Adolescent Psychiatry,"Paroxetine versus clomipramine in adolescents with severe major depression: a double-blind, randomized, multicenter trial.","To date, two randomized, double-blind trials of serotonin reuptake inhibitors (SRIs) have shown that antidepressant drugs are effective in treating adolescent depression. In contrast, tricyclic antidepressants (TCAs) are not superior to placebo. This has led to a serotonin hypothesis in this age group. This study explores this hypothesis and compares paroxetine, a specific SRI, with clomipramine, a TCA with SRI activity. One hundred twenty-one adolescents (aged 12-20 years) with major depression were enrolled and randomized (stratified for age) to 20 or 40 mg of paroxetine or 75 mg or 150 mg of clomipramine for 8 weeks. Primary outcome measurements were the Clinical Global Impression (CGI) scale and the Montgomery and Asberg Depression Rating Scale (MADRS). Of the 121 patients, 58 received clomipramine and 63 paroxetine. Based on intent-to-treat analysis, both agents had similar efficacy, with no effect of age; 48.3% and 58.2% of the subjects receiving clomipramine and 65.1% and 59.3% of those receiving paroxetine were rated responders on the MADRS and CGI scales, respectively. Study withdrawals were frequent in both groups (41% and 31%, respectively), but side effects were significantly more frequent with clomipramine (69% versus 49.2%, respectively; p = .027). Paroxetine and clomipramine exhibit similar efficacy in adolescent depression. These data support the serotonin hypothesis but do not confirm it in the absence of a placebo arm. Given the adverse event profile of clomipramine, specific SRIs should be preferred. However, more placebo-controlled studies are needed to establish definitively the efficacy of SRIs in this age group.",False,False,False,False,False,False,False,False,False,False,noncompliant
